opportunity_id,account,product,deal_stage,sales_agent,sector,company_size,revenue_tier,regional_office,lead_score,priority
SWJ9OOZU,Opentech,MG Advanced,Engaging,Hayden Neloms,finance,Large,Tier 2: $100M-$499M,West,59.4,Medium Priority
LDK61ORQ,Xx-zobam,MG Special,Engaging,Hayden Neloms,entertainment,Corporate,Tier 5: > $2.5B,West,59.4,Medium Priority
O8JCYJSV,Silis,GTX Plus Basic,Prospecting,Marty Freudenburg,medical,Corporate,Tier 5: > $2.5B,Central,59.3,Medium Priority
ZTCQWF53,Faxquote,GTX Plus Basic,Prospecting,Darcel Schlecht,telecommunications,Corporate,Tier 4: $1B-$2.5B,Central,59.3,Medium Priority
IAV71BEX,Singletechno,MG Advanced,Prospecting,Cecily Lampkin,retail,Corporate,Tier 4: $1B-$2.5B,Central,59.2,Medium Priority
X9HFP474,Dontechi,GTX Basic,Engaging,Daniell Hammack,software,Corporate,Tier 5: > $2.5B,East,59.2,Medium Priority
BJJQSJD8,Zotware,GTX Plus Basic,Engaging,Daniell Hammack,software,Corporate,Tier 5: > $2.5B,East,59.2,Medium Priority
693K7IAT,Funholding,GTX Basic,Engaging,Boris Faz,finance,Corporate,Tier 5: > $2.5B,East,59.2,Medium Priority
2BD1SDBX,Vehement Capital Partners,GTX Basic,Prospecting,Jonathan Berthelot,finance,Large,Tier 3: $500M-$999M,Central,59.2,Medium Priority
STT3X4NB,Xx-holding,GTX Basic,Engaging,Violet Mclelland,finance,Corporate,Tier 5: > $2.5B,East,59.2,Medium Priority
I6PXHXST,Singletechno,MG Advanced,Engaging,Marty Freudenburg,retail,Corporate,Tier 4: $1B-$2.5B,Central,59.2,Medium Priority
USVLKDF4,Dontechi,GTX Basic,Engaging,Corliss Cosme,software,Corporate,Tier 5: > $2.5B,East,59.2,Medium Priority
0I6U3MQ6,Funholding,GTX Basic,Engaging,Violet Mclelland,finance,Corporate,Tier 5: > $2.5B,East,59.2,Medium Priority
EM1BA4EK,Scotfind,GTX Basic,Engaging,Cassey Cress,software,Corporate,Tier 5: > $2.5B,East,59.2,Medium Priority
RTWAUR7C,Y-corporation,GTX Plus Pro,Engaging,Gladys Colclough,employment,Corporate,Tier 5: > $2.5B,Central,59.1,Medium Priority
O7UUAK3Y,dambase,GTX Plus Basic,Engaging,Corliss Cosme,marketing,Enterprise,Tier 4: $1B-$2.5B,East,58.9,Medium Priority
3E4VTH6E,Hatfan,MG Special,Engaging,Hayden Neloms,services,Enterprise,Tier 3: $500M-$999M,West,58.8,Medium Priority
QJ1DIUN7,Ganjaflex,MG Special,Engaging,Rosalina Dieter,retail,Corporate,Tier 5: > $2.5B,West,58.8,Medium Priority
GRYHHER0,Finhigh,MG Special,Engaging,Hayden Neloms,finance,Enterprise,Tier 4: $1B-$2.5B,West,58.7,Medium Priority
JQBN7PXK,Xx-zobam,MG Advanced,Prospecting,Gladys Colclough,entertainment,Corporate,Tier 5: > $2.5B,Central,58.7,Medium Priority
ZK4S74FD,Singletechno,GTX Plus Pro,Engaging,Vicki Laflamme,retail,Corporate,Tier 4: $1B-$2.5B,West,58.6,Medium Priority
P4D8H19O,Isdom,GTX Plus Basic,Prospecting,Jonathan Berthelot,medical,Enterprise,Tier 5: > $2.5B,Central,58.4,Medium Priority
B00UMAV4,Gogozoom,MG Advanced,Engaging,Kami Bicknell,telecommunications,Medium,Tier 1: < $100M,West,58.4,Medium Priority
CN8X0DLA,Stanredtax,GTX Plus Basic,Engaging,Daniell Hammack,finance,Enterprise,Tier 4: $1B-$2.5B,East,58.3,Medium Priority
125VIRMX,Warephase,GTK 500,Engaging,Elease Gluck,services,Corporate,Tier 4: $1B-$2.5B,West,58.3,Medium Priority
SU1NDYXR,Stanredtax,GTX Plus Basic,Engaging,Boris Faz,finance,Enterprise,Tier 4: $1B-$2.5B,East,58.3,Medium Priority
IE7VQ5BA,Finhigh,GTX Plus Basic,Engaging,Daniell Hammack,finance,Enterprise,Tier 4: $1B-$2.5B,East,58.3,Medium Priority
PGXIPGDM,Lexiqvolax,MG Advanced,Engaging,Vicki Laflamme,medical,Enterprise,Tier 4: $1B-$2.5B,West,58.2,Medium Priority
RYWETTBK,Fasehatice,GTX Basic,Engaging,Kami Bicknell,retail,Corporate,Tier 5: > $2.5B,West,58.2,Medium Priority
K9KGXL2E,Lexiqvolax,MG Advanced,Engaging,Markita Hansen,medical,Enterprise,Tier 4: $1B-$2.5B,West,58.2,Medium Priority
T0VJ4AMX,Green-Plus,GTX Basic,Engaging,Corliss Cosme,services,Enterprise,Tier 3: $500M-$999M,East,58.2,Medium Priority
ZJQKUIZ4,Opentech,MG Special,Engaging,Kary Hendrixson,finance,Large,Tier 2: $100M-$499M,West,58.1,Medium Priority
TDJ3N8EJ,Kinnamplus,MG Advanced,Engaging,Kami Bicknell,retail,Enterprise,Tier 3: $500M-$999M,West,58.1,Medium Priority
TLJWMKEO,Iselectrics,GTX Plus Basic,Prospecting,Gladys Colclough,technology,Enterprise,Tier 3: $500M-$999M,Central,58.0,Medium Priority
ISQJD695,Sunnamplex,GTX Basic,Engaging,Boris Faz,marketing,Enterprise,Tier 3: $500M-$999M,East,58.0,Medium Priority
PM2BF2KB,Xx-holding,GTX Plus Basic,Engaging,Cassey Cress,finance,Corporate,Tier 5: > $2.5B,East,58.0,Medium Priority
LCQ934W7,Xx-holding,GTX Plus Basic,Engaging,Cassey Cress,finance,Corporate,Tier 5: > $2.5B,East,58.0,Medium Priority
SZS2IPM3,Doncon,MG Advanced,Engaging,Versie Hillebrand,technology,Enterprise,Tier 3: $500M-$999M,Central,57.8,Medium Priority
AI76U58A,Treequote,GTX Basic,Engaging,Maureen Marcano,telecommunications,Corporate,Tier 5: > $2.5B,West,57.8,Medium Priority
FWTTJ2G8,Initech,GTX Basic,Engaging,Kary Hendrixson,telecommunications,Corporate,Tier 5: > $2.5B,West,57.8,Medium Priority
EQCD7G7Q,Initech,GTX Basic,Engaging,Rosalina Dieter,telecommunications,Corporate,Tier 5: > $2.5B,West,57.8,Medium Priority
CLRPASVW,Cancity,GTX Basic,Engaging,Kami Bicknell,retail,Enterprise,Tier 3: $500M-$999M,West,57.8,Medium Priority
9A9E1KPG,Genco Pura Olive Oil Company,GTX Basic,Engaging,Elease Gluck,retail,Enterprise,Tier 3: $500M-$999M,West,57.8,Medium Priority
AP74NF6M,Iselectrics,MG Advanced,Prospecting,Marty Freudenburg,technology,Enterprise,Tier 3: $500M-$999M,Central,57.8,Medium Priority
I35REHYN,Genco Pura Olive Oil Company,GTX Basic,Engaging,Vicki Laflamme,retail,Enterprise,Tier 3: $500M-$999M,West,57.8,Medium Priority
JA5G7YBO,Blackzim,MG Special,Engaging,Markita Hansen,retail,Enterprise,Tier 2: $100M-$499M,West,57.8,Medium Priority
D9MZMDOL,Zumgoity,MG Special,Engaging,Vicki Laflamme,medical,Enterprise,Tier 2: $100M-$499M,West,57.7,Medium Priority
YQ0Y0YQS,Newex,MG Advanced,Engaging,Violet Mclelland,services,Enterprise,Tier 4: $1B-$2.5B,East,57.7,Medium Priority
F2B62IW4,Bioplex,MG Special,Engaging,Maureen Marcano,medical,Enterprise,Tier 2: $100M-$499M,West,57.7,Medium Priority
I5VHXAWW,Bluth Company,GTX Plus Pro,Engaging,Boris Faz,technology,Enterprise,Tier 4: $1B-$2.5B,East,57.7,Medium Priority
7DOGGIXI,Bioplex,MG Special,Engaging,Elease Gluck,medical,Enterprise,Tier 2: $100M-$499M,West,57.7,Medium Priority
SY61BAXZ,Rantouch,GTX Plus Basic,Engaging,Cassey Cress,telecommunications,Enterprise,Tier 4: $1B-$2.5B,East,57.4,Medium Priority
7868JVH9,Rantouch,GTX Plus Basic,Engaging,Cassey Cress,telecommunications,Enterprise,Tier 4: $1B-$2.5B,East,57.4,Medium Priority
WTD6O2OR,Betasoloin,MG Advanced,Prospecting,Anna Snelling,medical,Medium,Tier 2: $100M-$499M,Central,56.8,Medium Priority
UP409DSB,Ganjaflex,MG Advanced,Engaging,Maureen Marcano,retail,Corporate,Tier 5: > $2.5B,West,56.8,Medium Priority
WM7XURV6,Groovestreet,GTX Plus Basic,Engaging,Corliss Cosme,retail,Medium,Tier 2: $100M-$499M,East,56.8,Medium Priority
J53D8EOL,Hottechi,GTX Plus Basic,Engaging,Kary Hendrixson,technology,Corporate,Tier 5: > $2.5B,West,56.6,Medium Priority
OPCLCCQH,Konex,GTX Plus Basic,Engaging,Kami Bicknell,technology,Corporate,Tier 5: > $2.5B,West,56.6,Medium Priority
8GV0BQTU,Xx-holding,MG Advanced,Engaging,Kary Hendrixson,finance,Corporate,Tier 5: > $2.5B,West,56.4,Medium Priority
IKU97NEU,Funholding,MG Advanced,Engaging,Markita Hansen,finance,Corporate,Tier 5: > $2.5B,West,56.4,Medium Priority
ALZNZ666,Toughzap,MG Advanced,Engaging,Boris Faz,retail,Large,Tier 2: $100M-$499M,East,56.3,Medium Priority
PSMWYTMB,Toughzap,MG Advanced,Engaging,Boris Faz,retail,Large,Tier 2: $100M-$499M,East,56.3,Medium Priority
FH30JK3J,Ontomedia,GTX Plus Basic,Engaging,Cassey Cress,employment,Enterprise,Tier 3: $500M-$999M,East,56.2,Medium Priority
MV7I9RKH,Treequote,GTX Plus Basic,Engaging,Marty Freudenburg,telecommunications,Corporate,Tier 5: > $2.5B,Central,56.2,Medium Priority
5Q2BX622,Inity,MG Advanced,Prospecting,Anna Snelling,marketing,Corporate,Tier 4: $1B-$2.5B,Central,56.2,Medium Priority
ACGLK2YE,Treequote,GTX Plus Basic,Engaging,Moses Frase,telecommunications,Corporate,Tier 5: > $2.5B,Central,56.2,Medium Priority
SZAMHBGA,Nam-zim,MG Advanced,Engaging,Violet Mclelland,services,Enterprise,Tier 2: $100M-$499M,East,56.1,Medium Priority
EJUQOEY5,Bubba Gump,MG Advanced,Prospecting,Darcel Schlecht,software,Enterprise,Tier 3: $500M-$999M,Central,56.1,Medium Priority
WLDFQR7Z,Bubba Gump,MG Advanced,Engaging,Darcel Schlecht,software,Enterprise,Tier 3: $500M-$999M,Central,56.1,Medium Priority
0DRC1U9Q,Green-Plus,GTX Basic,Engaging,Maureen Marcano,services,Enterprise,Tier 3: $500M-$999M,West,55.8,Medium Priority
8TRT2HNF,Green-Plus,GTX Basic,Engaging,Markita Hansen,services,Enterprise,Tier 3: $500M-$999M,West,55.8,Medium Priority
VPG5E490,Bubba Gump,GTX Basic,Engaging,Boris Faz,software,Enterprise,Tier 3: $500M-$999M,East,55.6,Medium Priority
KJHM27ZM,Labdrill,GTX Plus Pro,Engaging,Daniell Hammack,medical,Corporate,Tier 5: > $2.5B,East,55.5,Medium Priority
HJY0TQ7X,Toughzap,MG Special,Engaging,Zane Levy,retail,Large,Tier 2: $100M-$499M,West,55.4,Medium Priority
BJOY31DL,Betasoloin,MG Special,Engaging,Violet Mclelland,medical,Medium,Tier 2: $100M-$499M,East,55.4,Medium Priority
OO9U4C0Y,Y-corporation,GTX Plus Basic,Engaging,Cassey Cress,employment,Corporate,Tier 5: > $2.5B,East,55.2,Medium Priority
25FUROM1,Y-corporation,GTX Plus Basic,Engaging,Daniell Hammack,employment,Corporate,Tier 5: > $2.5B,East,55.2,Medium Priority
M7I5O9YU,Cheers,GTX Basic,Engaging,Corliss Cosme,entertainment,Corporate,Tier 5: > $2.5B,East,55.2,Medium Priority
10ALJD82,Nam-zim,MG Special,Prospecting,Anna Snelling,services,Enterprise,Tier 2: $100M-$499M,Central,55.2,Medium Priority
E5V4WT18,Genco Pura Olive Oil Company,MG Special,Engaging,Vicki Laflamme,retail,Enterprise,Tier 3: $500M-$999M,West,55.1,Medium Priority
RD6Y5R4P,Cancity,MG Special,Engaging,Kami Bicknell,retail,Enterprise,Tier 3: $500M-$999M,West,55.1,Medium Priority
26CH1NDR,Mathtouch,GTX Basic,Engaging,Daniell Hammack,marketing,Corporate,Tier 5: > $2.5B,East,55.0,Medium Priority
WZN26QZQ,Lexiqvolax,GTX Plus Pro,Engaging,Corliss Cosme,medical,Enterprise,Tier 4: $1B-$2.5B,East,54.9,Medium Priority
SU8JNMP4,Bubba Gump,GTX Plus Basic,Engaging,Kami Bicknell,software,Enterprise,Tier 3: $500M-$999M,West,54.6,Medium Priority
5M5TW9RC,Umbrella Corporation,GTX Plus Basic,Engaging,Cassey Cress,finance,Corporate,Tier 4: $1B-$2.5B,East,54.6,Medium Priority
23J295J4,Xx-holding,MG Special,Engaging,Rosalina Dieter,finance,Corporate,Tier 5: > $2.5B,West,54.5,Medium Priority
ZI89S9HC,Dalttechnology,MG Advanced,Engaging,Markita Hansen,software,Small,Tier 1: < $100M,West,54.5,Medium Priority
MA56XGWR,Iselectrics,GTX Basic,Engaging,Daniell Hammack,technology,Enterprise,Tier 3: $500M-$999M,East,54.5,Medium Priority
EZDMNAK8,Plussunin,MG Advanced,Engaging,Lajuana Vencill,retail,Enterprise,Tier 4: $1B-$2.5B,Central,54.4,Medium Priority
RSY2XLKK,Streethex,MG Advanced,Prospecting,Anna Snelling,retail,Enterprise,Tier 4: $1B-$2.5B,Central,54.4,Medium Priority
8CBTC1PX,Streethex,MG Advanced,Engaging,Marty Freudenburg,retail,Enterprise,Tier 4: $1B-$2.5B,Central,54.4,Medium Priority
8TFYRWZ6,Mathtouch,MG Advanced,Engaging,Gladys Colclough,marketing,Corporate,Tier 5: > $2.5B,Central,54.3,Medium Priority
5CZBHSRI,Toughzap,MG Advanced,Engaging,Kary Hendrixson,retail,Large,Tier 2: $100M-$499M,West,54.2,Medium Priority
0STR2QEA,Inity,GTX Plus Pro,Engaging,Corliss Cosme,marketing,Corporate,Tier 4: $1B-$2.5B,East,53.8,Medium Priority
JQ338VQC,Blackzim,MG Special,Prospecting,Versie Hillebrand,retail,Enterprise,Tier 2: $100M-$499M,Central,53.8,Medium Priority
URRD7VUB,Blackzim,MG Special,Prospecting,Jonathan Berthelot,retail,Enterprise,Tier 2: $100M-$499M,Central,53.8,Medium Priority
F22C6LKO,The New York Inquirer,MG Special,Prospecting,Gladys Colclough,medical,Large,Tier 2: $100M-$499M,Central,53.7,Medium Priority
MCE5DKD1,Bioholding,MG Special,Engaging,Markita Hansen,medical,Enterprise,Tier 3: $500M-$999M,West,53.7,Medium Priority
5VW9YVTU,Condax,GTX Basic,Engaging,Moses Frase,medical,Small,Tier 1: < $100M,Central,53.7,Medium Priority
LTVGILHP,Bioholding,GTX Basic,Engaging,Kary Hendrixson,medical,Enterprise,Tier 3: $500M-$999M,West,53.7,Medium Priority
EL09RK8X,Dalttechnology,MG Advanced,Prospecting,Moses Frase,software,Small,Tier 1: < $100M,Central,53.6,Medium Priority
4DLY9ZDH,Dalttechnology,MG Advanced,Engaging,Anna Snelling,software,Small,Tier 1: < $100M,Central,53.6,Medium Priority
PKDJTR06,Hatfan,GTX Plus Basic,Engaging,Kami Bicknell,services,Enterprise,Tier 3: $500M-$999M,West,53.5,Medium Priority
DFFEQ87N,Scottech,MG Special,Engaging,Maureen Marcano,marketing,Medium,Tier 1: < $100M,West,53.5,Medium Priority
OI3UIKVF,Konmatfix,GTX Plus Basic,Engaging,Hayden Neloms,marketing,Enterprise,Tier 2: $100M-$499M,West,53.5,Medium Priority
BTT6YAVZ,Green-Plus,GTX Plus Basic,Engaging,Zane Levy,services,Enterprise,Tier 3: $500M-$999M,West,53.5,Medium Priority
1976N63N,Kinnamplus,GTX Plus Basic,Engaging,Darcel Schlecht,retail,Enterprise,Tier 3: $500M-$999M,Central,52.9,Medium Priority
S3LATQVJ,Kinnamplus,GTX Plus Basic,Engaging,Versie Hillebrand,retail,Enterprise,Tier 3: $500M-$999M,Central,52.9,Medium Priority
WOO9JXOQ,Sumace,MG Advanced,Engaging,Gladys Colclough,retail,Medium,Tier 2: $100M-$499M,Central,52.6,Medium Priority
EFIR7HGR,Groovestreet,MG Advanced,Engaging,Daniell Hammack,retail,Medium,Tier 2: $100M-$499M,East,52.6,Medium Priority
0R5KAHNB,Umbrella Corporation,MG Advanced,Engaging,Moses Frase,finance,Corporate,Tier 4: $1B-$2.5B,Central,52.6,Medium Priority
JH643YRI,Umbrella Corporation,MG Advanced,Engaging,Lajuana Vencill,finance,Corporate,Tier 4: $1B-$2.5B,Central,52.6,Medium Priority
0K59ZLQC,Donquadtech,GTX Basic,Engaging,Corliss Cosme,technology,Enterprise,Tier 4: $1B-$2.5B,East,52.6,Medium Priority
B3A6VXVQ,Acme Corporation,GTX Basic,Engaging,Corliss Cosme,technology,Enterprise,Tier 4: $1B-$2.5B,East,52.6,Medium Priority
P0B49XCI,Codehow,MG Special,Prospecting,Gladys Colclough,software,Enterprise,Tier 5: > $2.5B,Central,52.2,Medium Priority
HSGGBG9J,Codehow,MG Special,Prospecting,Lajuana Vencill,software,Enterprise,Tier 5: > $2.5B,Central,52.2,Medium Priority
A5SCVK7E,Goodsilron,GTX Plus Pro,Engaging,Corliss Cosme,marketing,Corporate,Tier 5: > $2.5B,East,52.2,Medium Priority
6VIK2VX8,Isdom,MG Special,Engaging,Hayden Neloms,medical,Enterprise,Tier 5: > $2.5B,West,52.2,Medium Priority
0XYUJ7HF,Isdom,MG Special,Engaging,Vicki Laflamme,medical,Enterprise,Tier 5: > $2.5B,West,52.2,Medium Priority
5URQT67R,Treequote,GTK 500,Engaging,Markita Hansen,telecommunications,Corporate,Tier 5: > $2.5B,West,51.9,Medium Priority
7GDSUY9K,Konmatfix,GTX Plus Pro,Engaging,Hayden Neloms,marketing,Enterprise,Tier 2: $100M-$499M,West,51.7,Medium Priority
J5IXJWVU,Cancity,MG Advanced,Prospecting,Gladys Colclough,retail,Enterprise,Tier 3: $500M-$999M,Central,51.5,Medium Priority
3TMNC3GW,Kinnamplus,MG Advanced,Prospecting,Lajuana Vencill,retail,Enterprise,Tier 3: $500M-$999M,Central,51.5,Medium Priority
JZ4QLP1W,Bioplex,MG Special,Prospecting,Lajuana Vencill,medical,Enterprise,Tier 2: $100M-$499M,Central,51.3,Medium Priority
ERTQ4SN3,Zumgoity,MG Special,Engaging,Lajuana Vencill,medical,Enterprise,Tier 2: $100M-$499M,Central,51.3,Medium Priority
DW29KM30,Zathunicon,MG Advanced,Engaging,Elease Gluck,retail,Medium,Tier 1: < $100M,West,51.2,Medium Priority
T5SX9Z3T,Conecom,GTX Basic,Engaging,Vicki Laflamme,technology,Enterprise,Tier 4: $1B-$2.5B,West,51.0,Medium Priority
I92EJ805,Bluth Company,GTX Basic,Engaging,Kami Bicknell,technology,Enterprise,Tier 4: $1B-$2.5B,West,51.0,Medium Priority
PODXJ4SP,Donquadtech,GTX Basic,Engaging,Maureen Marcano,technology,Enterprise,Tier 4: $1B-$2.5B,West,51.0,Medium Priority
9Z2WTTNY,Statholdings,GTX Plus Basic,Engaging,Darcel Schlecht,employment,Large,Tier 2: $100M-$499M,Central,51.0,Medium Priority
Q19RWR17,Rundofase,GTX Basic,Engaging,Vicki Laflamme,technology,Enterprise,Tier 4: $1B-$2.5B,West,51.0,Medium Priority
MGD7DZAU,Globex Corporation,GTX Basic,Engaging,Kami Bicknell,technology,Enterprise,Tier 4: $1B-$2.5B,West,51.0,Medium Priority
CX0SXNCN,Treequote,GTX Basic,Engaging,Corliss Cosme,telecommunications,Corporate,Tier 5: > $2.5B,East,50.9,Medium Priority
0KRVN3V5,Hatfan,MG Advanced,Engaging,Anna Snelling,services,Enterprise,Tier 3: $500M-$999M,Central,50.8,Medium Priority
GIPPUV2F,Nam-zim,GTX Plus Basic,Engaging,Hayden Neloms,services,Enterprise,Tier 2: $100M-$499M,West,50.1,Medium Priority
T56J7ES7,Nam-zim,GTX Plus Basic,Engaging,Kami Bicknell,services,Enterprise,Tier 2: $100M-$499M,West,50.1,Medium Priority
TX5SADEI,Dontechi,GTX Plus Basic,Engaging,Niesha Huffines,software,Corporate,Tier 5: > $2.5B,Central,50.0,Medium Priority
OSG9KZGB,Kan-code,GTX Plus Basic,Engaging,Anna Snelling,software,Corporate,Tier 5: > $2.5B,Central,50.0,Medium Priority
11V16SZZ,Labdrill,GTX Basic,Engaging,Corliss Cosme,medical,Corporate,Tier 5: > $2.5B,East,49.8,Low Priority
AW4PSTWR,Ron-tech,GTX Basic,Engaging,Rosie Papadopoulos,medical,Corporate,Tier 5: > $2.5B,East,49.8,Low Priority
MLD3WEJC,Xx-holding,MG Advanced,Engaging,Moses Frase,finance,Corporate,Tier 5: > $2.5B,Central,49.6,Low Priority
FUI9BIS3,Funholding,MG Advanced,Engaging,Moses Frase,finance,Corporate,Tier 5: > $2.5B,Central,49.6,Low Priority
EFKPYBI9,Xx-holding,MG Advanced,Engaging,Gladys Colclough,finance,Corporate,Tier 5: > $2.5B,Central,49.6,Low Priority
9H2V1F1E,Funholding,MG Advanced,Prospecting,Moses Frase,finance,Corporate,Tier 5: > $2.5B,Central,49.6,Low Priority
9E8A7MQ8,Blackzim,GTX Plus Pro,Engaging,Kary Hendrixson,retail,Enterprise,Tier 2: $100M-$499M,West,49.4,Low Priority
NJC4XMEN,Initech,GTX Plus Basic,Engaging,James Ascencio,telecommunications,Corporate,Tier 5: > $2.5B,West,49.3,Low Priority
FM505XD5,Y-corporation,GTX Plus Pro,Engaging,Daniell Hammack,employment,Corporate,Tier 5: > $2.5B,East,49.0,Low Priority
SLYFFVBE,Blackzim,GTX Plus Basic,Engaging,Maureen Marcano,retail,Enterprise,Tier 2: $100M-$499M,West,48.6,Low Priority
GWOOPZE8,Cheers,GTX Plus Basic,Engaging,Cassey Cress,entertainment,Corporate,Tier 5: > $2.5B,East,47.9,Low Priority
GXIVJQPG,Xx-zobam,GTX Plus Basic,Engaging,Daniell Hammack,entertainment,Corporate,Tier 5: > $2.5B,East,47.9,Low Priority
I9SPENCQ,Cheers,GTX Plus Basic,Engaging,Violet Mclelland,entertainment,Corporate,Tier 5: > $2.5B,East,47.9,Low Priority
E887HZT1,Cheers,MG Advanced,Engaging,Rosalina Dieter,entertainment,Corporate,Tier 5: > $2.5B,West,47.9,Low Priority
R9U1QNHQ,Betasoloin,MG Special,Engaging,Hayden Neloms,medical,Medium,Tier 2: $100M-$499M,West,47.7,Low Priority
AMNKCM1H,Betasoloin,MG Special,Engaging,Elease Gluck,medical,Medium,Tier 2: $100M-$499M,West,47.7,Low Priority
EJVD09HQ,Betasoloin,MG Special,Engaging,James Ascencio,medical,Medium,Tier 2: $100M-$499M,West,47.7,Low Priority
F5I33E1I,Sumace,MG Special,Engaging,Elease Gluck,retail,Medium,Tier 2: $100M-$499M,West,47.1,Low Priority
95YT659K,Groovestreet,MG Special,Engaging,Zane Levy,retail,Medium,Tier 2: $100M-$499M,West,47.1,Low Priority
E29GOFUV,Sumace,MG Special,Engaging,Elease Gluck,retail,Medium,Tier 2: $100M-$499M,West,47.1,Low Priority
5RNWV17L,Golddex,MG Advanced,Engaging,Rosalina Dieter,finance,Medium,Tier 1: < $100M,West,44.8,Low Priority
A8PVW8RI,Condax,MG Advanced,Prospecting,Marty Freudenburg,medical,Small,Tier 1: < $100M,Central,44.4,Low Priority
OM8LELJW,Iselectrics,GTX Basic,Engaging,Kary Hendrixson,technology,Enterprise,Tier 3: $500M-$999M,West,44.2,Low Priority
GK1NH8G7,Iselectrics,GTX Basic,Engaging,Kami Bicknell,technology,Enterprise,Tier 3: $500M-$999M,West,44.2,Low Priority
ZLN48IIP,Iselectrics,GTX Basic,Engaging,Markita Hansen,technology,Enterprise,Tier 3: $500M-$999M,West,44.2,Low Priority
YLK0MRJ3,Iselectrics,GTX Basic,Engaging,Kary Hendrixson,technology,Enterprise,Tier 3: $500M-$999M,West,44.2,Low Priority
HABN7JBG,Rantouch,GTX Basic,Engaging,Elease Gluck,telecommunications,Enterprise,Tier 4: $1B-$2.5B,West,43.7,Low Priority
4CXUC4VR,Rantouch,GTX Basic,Engaging,Vicki Laflamme,telecommunications,Enterprise,Tier 4: $1B-$2.5B,West,43.7,Low Priority
5P3NH791,Golddex,MG Advanced,Engaging,Boris Faz,finance,Medium,Tier 1: < $100M,East,43.4,Low Priority
IMN2GUYV,Statholdings,GTX Basic,Prospecting,Lajuana Vencill,employment,Large,Tier 2: $100M-$499M,Central,42.4,Low Priority
3372JYYQ,Condax,MG Advanced,Engaging,Cassey Cress,medical,Small,Tier 1: < $100M,East,40.0,Low Priority
VDIU10RV,Lexiqvolax,MG Special,Engaging,Markita Hansen,medical,Enterprise,Tier 4: $1B-$2.5B,West,39.5,Low Priority
HAXMC4IX,,MG Advanced,Engaging,James Ascencio,,,,West,,Unscored
EG7OFLFR,,GTX Basic,Engaging,Kami Bicknell,,,,West,,Unscored
OLVI7L8M,,GTXPro,Engaging,Cassey Cress,,,,East,,Unscored
F5U1ACDD,,GTX Plus Basic,Engaging,Kami Bicknell,,,,West,,Unscored
ZZY4516R,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
GYB4W2AU,,MG Advanced,Engaging,Elease Gluck,,,,West,,Unscored
CNM0H9FR,,GTX Basic,Engaging,Zane Levy,,,,West,,Unscored
UAE5ZC7O,,GTX Plus Pro,Engaging,Daniell Hammack,,,,East,,Unscored
JUCNIG4H,,GTX Basic,Engaging,James Ascencio,,,,West,,Unscored
ICMXZOVL,Stanredtax,GTXPro,Engaging,Daniell Hammack,finance,Enterprise,Tier 4: $1B-$2.5B,East,,Unscored
IBEUTCSW,,MG Advanced,Engaging,James Ascencio,,,,West,,Unscored
O3KC8QI8,,GTX Plus Basic,Engaging,Kami Bicknell,,,,West,,Unscored
WALNFJ70,,GTX Plus Pro,Engaging,Kary Hendrixson,,,,West,,Unscored
MNVMY83P,Plussunin,GTXPro,Engaging,Cassey Cress,retail,Enterprise,Tier 4: $1B-$2.5B,East,,Unscored
ZOBJHMAF,,MG Advanced,Engaging,Cassey Cress,,,,East,,Unscored
KD6MB4AP,,MG Special,Engaging,Elease Gluck,,,,West,,Unscored
A194RP0I,,MG Advanced,Engaging,Rosalina Dieter,,,,West,,Unscored
KV2OFRJT,,GTXPro,Engaging,Kami Bicknell,,,,West,,Unscored
ERFRHR3Z,,MG Advanced,Engaging,Hayden Neloms,,,,West,,Unscored
J32XDDAW,,GTX Basic,Engaging,Markita Hansen,,,,West,,Unscored
1ZDDZD8B,,MG Special,Engaging,Markita Hansen,,,,West,,Unscored
PYOFK7ZD,,GTX Basic,Engaging,Cassey Cress,,,,East,,Unscored
DWUXMAGZ,,GTX Plus Pro,Engaging,Corliss Cosme,,,,East,,Unscored
6SN2RQJX,,MG Special,Engaging,Vicki Laflamme,,,,West,,Unscored
NKPH3EFG,,MG Advanced,Engaging,Cassey Cress,,,,East,,Unscored
3ECHUPQY,,GTX Plus Basic,Engaging,Daniell Hammack,,,,East,,Unscored
K5CWSFCW,Blackzim,GTXPro,Engaging,Elease Gluck,retail,Enterprise,Tier 2: $100M-$499M,West,,Unscored
4H2QMS78,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
SQLYCFGV,Opentech,GTXPro,Engaging,Zane Levy,finance,Large,Tier 2: $100M-$499M,West,,Unscored
EUG019AS,,GTX Basic,Engaging,Corliss Cosme,,,,East,,Unscored
KFPM2LJW,,GTX Basic,Engaging,Rosalina Dieter,,,,West,,Unscored
C8TV7R8A,,GTXPro,Engaging,Kary Hendrixson,,,,West,,Unscored
2VCDVCIZ,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
0U3WVJO0,,GTXPro,Engaging,Corliss Cosme,,,,East,,Unscored
PMMW9JX3,,GTX Basic,Engaging,Kary Hendrixson,,,,West,,Unscored
2HT2R2GY,,GTX Plus Pro,Engaging,Cassey Cress,,,,East,,Unscored
13GM5I6M,,GTXPro,Engaging,Kami Bicknell,,,,West,,Unscored
9IA34L8S,,GTX Basic,Engaging,Vicki Laflamme,,,,West,,Unscored
